"","distancia","potencia","tipo"
"104",103,0.0708707830599006,"ruido"
"105",104,0.211280370834882,"ruido"
"106",105,0.143103414348235,"ruido"
"107",106,0.134499733162533,"ruido"
"109",108,0.0278846769665883,"ruido"
"110",109,0.0116583986246431,"ruido"
"111",110,0.12742958700135,"ruido"
"113",112,0.143660139009905,"ruido"
"115",114,0.269857045813536,"ruido"
"116",115,0.13283413494781,"ruido"
"117",116,0.016443638774673,"ruido"
"118",117,0.110415593250122,"ruido"
"119",118,0.0508306800772044,"ruido"
"120",119,0.122953795975966,"ruido"
"121",120,0.10995327187603,"ruido"
"123",122,0.00598461211805298,"ruido"
"124",123,0.114830368473956,"ruido"
"125",124,0.248529190875156,"ruido"
"126",125,0.192836700867092,"ruido"
"127",126,0.0216672526381906,"ruido"
"128",127,0.166463290164749,"ruido"
"129",128,0.0787591647243711,"ruido"
"130",129,0.11349036517184,"ruido"
"131",130,0.109136149073656,"ruido"
"132",131,0.340383976372339,"ruido"
"134",133,0.0924029859012857,"ruido"
"136",135,0.140758592295876,"ruido"
"137",136,0.19116484717214,"ruido"
"138",137,0.225797224110115,"ruido"
"140",139,0.121955949719403,"ruido"
"141",140,0.239736995138365,"ruido"
"142",141,0.0387174136957697,"ruido"
"143",142,0.058620946791805,"ruido"
"144",143,0.0758972777795258,"ruido"
"145",144,0.115765875143304,"ruido"
"146",145,0.145490987574597,"ruido"
"147",146,0.210466088371148,"ruido"
"148",147,0.0688422409555008,"ruido"
"149",148,0.0977238045472469,"ruido"
"150",149,0.326598787722146,"ruido"
"151",150,0.120609892811499,"ruido"
"152",151,0.0960743109329833,"ruido"
"154",153,0.0768766047622227,"ruido"
"155",154,0.0541513846833119,"ruido"
"156",155,0.0748704170190626,"ruido"
"157",156,0.0181222358728833,"ruido"
"158",157,0.00666943475572992,"ruido"
"159",158,0.0029586368179878,"ruido"
"160",159,0.0532685484600226,"ruido"
"161",160,0.211213264802863,"ruido"
"162",161,0.178987662655933,"ruido"
"163",162,0.0377584882056943,"ruido"
"166",165,0.0269989466759492,"ruido"
"167",166,0.0828078004228304,"ruido"
"168",167,0.00585027242991853,"ruido"
"169",168,0.272444069083189,"ruido"
"170",169,0.0442122465581649,"ruido"
"172",171,0.0566328242717486,"ruido"
"174",173,0.0856865707275326,"ruido"
"175",174,0.093087361408987,"ruido"
"176",175,0.104933761162838,"ruido"
"178",177,0.0907421290970649,"ruido"
"179",178,0.0993610080541646,"ruido"
"181",180,0.163136563973041,"ruido"
"182",181,0.145656087909434,"ruido"
"183",182,0.296837936115445,"ruido"
"184",183,0.0821812987375728,"ruido"
"185",184,0.0708173527518001,"ruido"
"186",185,0.0754335834082436,"ruido"
"187",186,0.07238062309003,"ruido"
"190",189,0.0565251033208797,"ruido"
"191",190,0.00579326194335014,"ruido"
"192",191,0.0689926525057425,"ruido"
"196",195,0.160580822106025,"ruido"
"199",198,0.0687833818674053,"ruido"
"200",199,0.0281243638174891,"ruido"
"201",200,0.0746417178667962,"ruido"
"202",201,0.290105198204569,"ruido"
"204",203,0.0282440360090196,"ruido"
"205",204,0.00670805502562669,"ruido"
"206",205,0.209214542683245,"ruido"
"208",207,0.0489423096224282,"ruido"
"209",208,0.135449361432271,"ruido"
"211",210,0.221417581574201,"ruido"
"212",211,0.123055241547425,"ruido"
"214",213,0.100088780905774,"ruido"
"215",214,0.0328732856766932,"ruido"
"216",215,0.0850978771994334,"ruido"
"217",216,0.0443464802984337,"ruido"
"218",217,0.159962603677834,"ruido"
"221",220,0.0266809322244601,"ruido"
"224",223,0.0484729759423337,"ruido"
"225",224,0.0366064867143265,"ruido"
"227",226,0.152981345571938,"ruido"
"228",227,0.073443573598519,"ruido"
"229",228,0.289636737314833,"ruido"
"230",229,0.11607882380511,"ruido"
"231",230,0.00240406910380075,"ruido"
"232",231,0.32637811469581,"ruido"
"233",232,0.329398602391551,"ruido"
"235",234,0.0921471955955424,"ruido"
"236",235,0.023650308136785,"ruido"
"237",236,0.0630091146554012,"ruido"
"238",237,0.0665852728568814,"ruido"
"240",239,0.0714379580242561,"ruido"
"241",240,0.21732473631418,"ruido"
"242",241,0.0255099995865197,"ruido"
"243",242,0.0251433289301546,"ruido"
"244",243,0.180808200633747,"ruido"
"245",244,0.130303624068295,"ruido"
"247",246,0.0623396973262187,"ruido"
"248",247,0.204345723467773,"ruido"
"249",248,0.180023634991914,"ruido"
"250",249,0.079994160381423,"ruido"
"251",250,0.109622080711289,"ruido"
"253",252,0.0665091566881373,"ruido"
"256",255,0.12853536837796,"ruido"
"258",257,0.0606428250873058,"ruido"
"259",258,0.0762692039471543,"ruido"
"260",259,0.038410196983963,"ruido"
"261",260,0.214618882183542,"ruido"
"263",262,0.09196902614356,"ruido"
"264",263,0.0219379432549333,"ruido"
"265",264,0.00422077561660758,"ruido"
"266",265,0.0761841233852381,"ruido"
"270",269,0.202814714975545,"ruido"
"271",270,0.032676477461252,"ruido"
"272",271,0.0597024398227886,"ruido"
"273",272,0.00703133623224605,"ruido"
"274",273,0.0725202731953825,"ruido"
"276",275,0.140166046656864,"ruido"
"277",276,0.0822945260241351,"ruido"
"279",278,0.0281713245811992,"ruido"
"280",279,0.0937921619499123,"ruido"
"281",280,0.0773730982054603,"ruido"
"282",281,0.169232401587688,"ruido"
"284",283,0.131524661549039,"ruido"
"285",284,0.122998800994122,"ruido"
"286",285,0.00252668680971452,"ruido"
"289",288,0.0628346957944971,"ruido"
"290",289,0.00936632662791054,"ruido"
"291",290,0.193810266685145,"ruido"
"292",291,0.0688327960496205,"ruido"
"296",295,0.0472638392897331,"ruido"
"298",297,0.063214012023069,"ruido"
"300",299,4.30091205524397e-05,"ruido"
"302",301,0.19990335849087,"ruido"
"303",302,0.0420581731470394,"ruido"
"304",303,0.0312543640499451,"ruido"
"306",305,0.0729541899549327,"ruido"
"309",308,0.0969701171021649,"ruido"
"312",311,0.180269410988936,"ruido"
"314",313,0.0593121529859585,"ruido"
"315",314,0.103128924908461,"ruido"
"317",316,0.0445727051411554,"ruido"
"318",317,0.0434240388388555,"ruido"
"319",318,0.102938315291451,"ruido"
"320",319,0.0466489387952522,"ruido"
"322",321,0.0885582057940211,"ruido"
"323",322,0.0763782356509767,"ruido"
"326",325,0.0104027539993178,"ruido"
"329",328,0.000809067951503289,"ruido"
"331",330,0.00722263513261992,"ruido"
"333",332,0.0854924274192481,"ruido"
"334",333,0.231559914116153,"ruido"
"336",335,0.0935414170942975,"ruido"
"337",336,0.0696189727768283,"ruido"
"340",339,0.142609770683748,"ruido"
"344",343,0.121882343894608,"ruido"
"347",346,0.298688447406633,"ruido"
"350",349,0.0081855250136145,"ruido"
"352",351,0.0258292642672068,"ruido"
"354",353,0.0222435122530146,"ruido"
"359",358,0.101740996668359,"ruido"
"360",359,0.129033556180809,"ruido"
"369",368,0.0842837663746084,"ruido"
"374",373,0.0199771909411507,"ruido"
"376",375,0.0993533356212508,"ruido"
"382",381,0.00586632511394307,"ruido"
"389",388,0.0256199507646859,"ruido"
"391",390,0.0961402718458606,"ruido"
"393",392,0.0805000294993872,"ruido"
"397",396,0.0200347431881776,"ruido"
"407",406,0.0520128308749563,"ruido"
"410",409,0.0766951258369742,"ruido"
"413",412,0.136726428414334,"ruido"
"414",413,0.148790006906425,"ruido"
"419",418,0.0705577282291484,"ruido"
"424",423,0.00622346815061833,"ruido"
"427",426,0.0281901633103552,"ruido"
"429",428,0.0276155040979598,"ruido"
"449",448,0.0154249255738696,"ruido"
"453",452,0.0910627879898038,"ruido"
"464",463,0.0280633109668763,"ruido"
"470",469,0.0205074294547562,"ruido"
"476",475,0.00350733044580799,"ruido"
"489",488,0.00515675108231944,"ruido"
"502",0,0.0515680912434335,"ruido"
"503",1,0.0861653671456672,"ruido"
"504",2,0.0931194357696156,"ruido"
"507",5,0.0927263090048041,"ruido"
"508",6,0.0734356225135501,"ruido"
"511",9,0.0644820780086573,"ruido"
"512",10,0.165249576569428,"ruido"
"513",11,0.277202863192756,"ruido"
"514",12,0.0960103206290661,"ruido"
"515",13,0.249149484062772,"ruido"
"516",14,0.108106215763597,"ruido"
"517",15,0.111328210425956,"ruido"
"518",16,0.132226531334875,"ruido"
"519",17,0.0126532754739081,"ruido"
"520",18,0.0945041787105116,"ruido"
"521",19,0.190483769879225,"ruido"
"522",20,0.0246274213147811,"ruido"
"523",21,0.0673983930112039,"ruido"
"525",23,0.134906219644935,"ruido"
"526",24,0.141903978238902,"ruido"
"527",25,0.164209735122408,"ruido"
"529",27,0.109994503475476,"ruido"
"530",28,0.00481023083501542,"ruido"
"531",29,0.0991205351283976,"ruido"
"532",30,0.233362392000608,"ruido"
"533",31,0.0486864713065724,"ruido"
"534",32,0.170644332093882,"ruido"
"535",33,0.0239441415916305,"ruido"
"536",34,0.0509911789549695,"ruido"
"537",35,0.142647175058662,"ruido"
"538",36,0.0307927729542132,"ruido"
"540",38,0.225072843521333,"ruido"
"541",39,0.134514723787985,"ruido"
"542",40,0.040036055943991,"ruido"
"544",42,0.28845697713993,"ruido"
"545",43,0.437188082127154,"ruido"
"546",44,0.118812040735546,"ruido"
"547",45,0.182955664751119,"ruido"
"548",46,0.220340031207416,"ruido"
"549",47,0.0276105566461391,"ruido"
"550",48,0.062576377044346,"ruido"
"552",50,0.0238421767728128,"ruido"
"553",51,0.159639978288611,"ruido"
"554",52,0.068224401075913,"ruido"
"555",53,0.0757698465816923,"ruido"
"556",54,0.0858280448497484,"ruido"
"558",56,0.180626993423167,"ruido"
"560",58,0.0757789837584352,"ruido"
"561",59,0.0526626537941169,"ruido"
"562",60,0.0745406183143802,"ruido"
"563",61,0.242275594473579,"ruido"
"564",62,0.037950008208463,"ruido"
"565",63,0.0177212404288104,"ruido"
"567",65,0.0152051918388751,"ruido"
"569",67,0.13630561962483,"ruido"
"570",68,0.00907557539921233,"ruido"
"571",69,0.125643203502814,"ruido"
"572",70,0.0804572512152079,"ruido"
"574",72,0.0157552214277302,"ruido"
"575",73,0.183182245505768,"ruido"
"576",74,0.184831608595457,"ruido"
"577",75,0.294932327430063,"ruido"
"578",76,0.0938659691600219,"ruido"
"580",78,0.0170742972984841,"ruido"
"581",79,0.134607850484015,"ruido"
"582",80,0.283613633489472,"ruido"
"583",81,0.104439912343972,"ruido"
"584",82,0.207314682512847,"ruido"
"585",83,0.169919130469226,"ruido"
"587",85,0.0756637347735141,"ruido"
"588",86,0.223130153634768,"ruido"
"589",87,0.180040610959591,"ruido"
"590",88,0.13863561415678,"ruido"
"591",89,0.139790424537688,"ruido"
"592",90,0.0427594699790597,"ruido"
"594",92,0.221078579083131,"ruido"
"597",95,0.153871499251984,"ruido"
"599",97,0.0354039586727208,"ruido"
"601",99,0.152265355772895,"ruido"
"602",100,0.13463130166381,"ruido"
"603",101,0.131987469327369,"ruido"
"604",102,0.133842477214564,"ruido"
"605",103,0.145115574637894,"ruido"
"606",104,0.153119649197052,"ruido"
"608",106,0.0738823638640132,"ruido"
"609",107,0.0997973812551901,"ruido"
"610",108,0.160803620264776,"ruido"
"612",110,0.0379399810184087,"ruido"
"614",112,0.193180021270968,"ruido"
"615",113,0.215138258320933,"ruido"
"616",114,0.165771672535923,"ruido"
"618",116,0.131739211673665,"ruido"
"619",117,0.201355918638092,"ruido"
"620",118,0.102870098073646,"ruido"
"621",119,0.029228066710403,"ruido"
"623",121,0.0188287204439844,"ruido"
"624",122,0.156600835594934,"ruido"
"625",123,0.0417048899618072,"ruido"
"626",124,0.107385493994009,"ruido"
"627",125,0.21386957956703,"ruido"
"628",126,0.141957494046945,"ruido"
"629",127,0.220338278147354,"ruido"
"631",129,0.0552913720286207,"ruido"
"632",130,0.0896068019492193,"ruido"
"633",131,0.140697929160851,"ruido"
"635",133,0.162929485544729,"ruido"
"636",134,0.112783007616233,"ruido"
"637",135,0.108155601360472,"ruido"
"638",136,0.132352479160505,"ruido"
"639",137,0.0695951560123006,"ruido"
"640",138,0.173510609849911,"ruido"
"641",139,0.145501977373149,"ruido"
"642",140,0.0653790625832301,"ruido"
"643",141,0.18415670193407,"ruido"
"644",142,0.109091868494618,"ruido"
"645",143,0.146426139943946,"ruido"
"646",144,0.0198462358375779,"ruido"
"647",145,0.237018183698592,"ruido"
"648",146,0.0782851055650016,"ruido"
"649",147,0.163175276889348,"ruido"
"650",148,0.0680843474107309,"ruido"
"651",149,0.0498360093019401,"ruido"
"652",150,0.155943824528001,"ruido"
"654",152,0.124732614779403,"ruido"
"655",153,0.115947637299481,"ruido"
"657",155,0.112812732853326,"ruido"
"659",157,0.141331437689272,"ruido"
"660",158,0.029644626661881,"ruido"
"661",159,0.00522531747651062,"ruido"
"662",160,0.0737153696827335,"ruido"
"663",161,0.211384204498399,"ruido"
"664",162,0.0102236922782106,"ruido"
"665",163,0.129241329394878,"ruido"
"666",164,0.107219786842188,"ruido"
"670",168,0.126903421146789,"ruido"
"671",169,0.0679647938468702,"ruido"
"672",170,0.256157170361062,"ruido"
"673",171,0.128126510826304,"ruido"
"674",172,0.155385589108261,"ruido"
"675",173,0.203509358533495,"ruido"
"676",174,0.0196520902035026,"ruido"
"677",175,0.120384792822849,"ruido"
"678",176,0.155903327024415,"ruido"
"679",177,0.205606168800303,"ruido"
"680",178,0.144581114632637,"ruido"
"681",179,0.110073717303733,"ruido"
"683",181,0.140195036095769,"ruido"
"684",182,0.116902587241829,"ruido"
"685",183,0.129936025370691,"ruido"
"686",184,0.108508504557226,"ruido"
"687",185,0.0455911955289996,"ruido"
"688",186,0.0577174101565986,"ruido"
"689",187,0.133767411328152,"ruido"
"690",188,0.081819150692454,"ruido"
"692",190,0.0348840880194332,"ruido"
"695",193,0.0482898929864483,"ruido"
"698",196,0.171840519943608,"ruido"
"699",197,0.00352910757885597,"ruido"
"701",199,0.0491126760571025,"ruido"
"702",200,0.192106926722151,"ruido"
"703",201,0.125824429693464,"ruido"
"704",202,0.103334319835364,"ruido"
"705",203,0.177165591227984,"ruido"
"707",205,0.130943919135204,"ruido"
"709",207,0.0572274186362514,"ruido"
"710",208,0.278182531934013,"ruido"
"711",209,0.153262439570926,"ruido"
"712",210,0.132700771371721,"ruido"
"715",213,0.28304264802616,"ruido"
"717",215,0.0752229375285073,"ruido"
"718",216,0.142601105963707,"ruido"
"719",217,0.154786797234226,"ruido"
"720",218,0.161387201091924,"ruido"
"721",219,0.0357261010114785,"ruido"
"723",221,0.0204332767011361,"ruido"
"725",223,0.112977874311498,"ruido"
"726",224,0.161859502842611,"ruido"
"727",225,0.262096355249353,"ruido"
"728",226,0.0855354382931719,"ruido"
"730",228,0.150463486299323,"ruido"
"731",229,0.138034889369531,"ruido"
"732",230,0.0232751304097173,"ruido"
"734",232,0.122306989539391,"ruido"
"735",233,0.158625439564163,"ruido"
"736",234,0.0157332169294066,"ruido"
"737",235,0.0983992818358026,"ruido"
"738",236,0.0167149525249489,"ruido"
"739",237,0.112062524513751,"ruido"
"740",238,0.0316269285285151,"ruido"
"741",239,0.0084114136079938,"ruido"
"742",240,0.053562049819721,"ruido"
"743",241,0.0135784685017704,"ruido"
"745",243,0.00935730687576017,"ruido"
"746",244,0.0396487847674465,"ruido"
"747",245,0.0607245140718474,"ruido"
"748",246,0.192726362162584,"ruido"
"750",248,0.0185340949447058,"ruido"
"751",249,0.101151312778083,"ruido"
"752",250,0.213702090344287,"ruido"
"753",251,0.0796004362615495,"ruido"
"754",252,0.03512065835246,"ruido"
"755",253,0.00523530904036407,"ruido"
"756",254,0.076914816410829,"ruido"
"757",255,0.133880792019639,"ruido"
"758",256,0.0160781689453947,"ruido"
"759",257,0.0503271406846557,"ruido"
"760",258,0.0551296344144384,"ruido"
"761",259,0.105846763420966,"ruido"
"762",260,0.143538040702469,"ruido"
"763",261,0.0597950816939631,"ruido"
"764",262,0.023738932845282,"ruido"
"765",263,0.170297313220858,"ruido"
"766",264,0.0467574117605584,"ruido"
"767",265,0.187560197879348,"ruido"
"768",266,0.023051734238045,"ruido"
"769",267,0.0901032964193686,"ruido"
"771",269,0.0163998038662592,"ruido"
"772",270,0.0249205460039114,"ruido"
"775",273,0.120286930255181,"ruido"
"776",274,0.116339873392772,"ruido"
"778",276,0.0662618794934342,"ruido"
"781",279,0.0747002448266355,"ruido"
"783",281,0.120386998212221,"ruido"
"784",282,0.0243283599075345,"ruido"
"785",283,0.0735258975785724,"ruido"
"788",286,0.109679224100276,"ruido"
"789",287,0.0414381491562714,"ruido"
"791",289,0.0234025326545736,"ruido"
"792",290,0.148490834259925,"ruido"
"797",295,0.0949378137503742,"ruido"
"798",296,0.0316209646744246,"ruido"
"799",297,0.0325081974217929,"ruido"
"800",298,0.00686126456523128,"ruido"
"803",301,0.0945846403292672,"ruido"
"805",303,0.0522208941965411,"ruido"
"807",305,0.0352060214545467,"ruido"
"810",308,0.182072591702701,"ruido"
"811",309,0.0713472618933513,"ruido"
"813",311,0.0159202416100317,"ruido"
"816",314,0.0223825890431194,"ruido"
"817",315,0.0137715516019362,"ruido"
"819",317,0.196781356733745,"ruido"
"821",319,0.0820609387278491,"ruido"
"823",321,0.0626103410579383,"ruido"
"828",326,0.241598580135709,"ruido"
"829",327,0.0920412208129369,"ruido"
"830",328,0.159973215582683,"ruido"
"831",329,0.0832555318314041,"ruido"
"832",330,0.105526270796186,"ruido"
"833",331,0.0807266414499107,"ruido"
"834",332,0.0373152431765103,"ruido"
"839",337,0.0763665675856713,"ruido"
"840",338,0.0889482556526073,"ruido"
"843",341,0.312770744331853,"ruido"
"844",342,0.0567045531250424,"ruido"
"845",343,0.124408530487914,"ruido"
"848",346,0.0251447097706726,"ruido"
"849",347,0.147243231194829,"ruido"
"851",349,0.0635605666783069,"ruido"
"855",353,0.0867272717357099,"ruido"
"858",356,0.110173984619857,"ruido"
"859",357,0.0841782858240025,"ruido"
"861",359,0.0139056487609647,"ruido"
"864",362,0.130613763714695,"ruido"
"865",363,0.113243795133044,"ruido"
"866",364,0.0784058755466837,"ruido"
"870",368,0.059831652462752,"ruido"
"874",372,0.102639922112458,"ruido"
"875",373,0.0252178640519534,"ruido"
"880",378,0.0459233700912057,"ruido"
"882",380,0.0579201755274123,"ruido"
"884",382,0.0110538969605829,"ruido"
"888",386,0.0553931348309028,"ruido"
"889",387,0.0530484047395416,"ruido"
"891",389,0.109100218162388,"ruido"
"893",391,0.0483727193773924,"ruido"
"896",394,0.0371020038330838,"ruido"
"897",395,0.08208503308495,"ruido"
"898",396,0.0310090416184849,"ruido"
"901",399,0.0785665846806003,"ruido"
"903",401,0.0221563979321121,"ruido"
"905",403,0.0636944936464652,"ruido"
"912",410,0.0201922749625827,"ruido"
"915",413,0.105885599657549,"ruido"
"925",423,0.10793655003337,"ruido"
"926",424,0.0992664208243038,"ruido"
"929",427,0.0551985304712494,"ruido"
"930",428,0.0166450023052202,"ruido"
"931",429,0.0436191618745772,"ruido"
"933",431,0.171965809619797,"ruido"
"940",438,0.0704219795756807,"ruido"
"952",450,0.0573487548324743,"ruido"
"965",463,0.0739149792386471,"ruido"
"970",468,0.0138534700947984,"ruido"
"977",475,0.0267892810178812,"ruido"
"986",484,0.102249553200281,"ruido"
"994",492,0.0519115991937159,"ruido"
"1100",0,0.26554172773127,"avion"
"2100",1,0.326329637421716,"avion"
"3100",2,0.250718817643025,"avion"
"4100",3,0.283994996943301,"avion"
"5",4,0.353496808925746,"avion"
"6",5,0.295395814296752,"avion"
"713",6,0.384418810163657,"avion"
"812",7,0.403744739373321,"avion"
"9",8,0.298670206257208,"avion"
"10",9,0.28749097809107,"avion"
"1110",10,0.256684531892375,"avion"
"1210",11,0.296673427586925,"avion"
"1310",12,0.279024966254287,"avion"
"1410",13,0.270624866433193,"avion"
"1510",14,0.261921881302297,"avion"
"1610",15,0.320489868083077,"avion"
"1710",16,0.275540738105246,"avion"
"1810",17,0.284488618384657,"avion"
"1910",18,0.255247059545074,"avion"
"2010",19,0.270805578258098,"avion"
"2110",20,0.271400859360796,"avion"
"2210",21,0.275802282778005,"avion"
"2310",22,0.309225898501909,"avion"
"2410",23,0.303686898119756,"avion"
"2510",24,0.298342715357882,"avion"
"2610",25,0.277546396631997,"avion"
"2710",26,0.288536282631525,"avion"
"2810",27,0.253828011772261,"avion"
"2910",28,0.273302703618155,"avion"
"3010",29,0.274442621159312,"avion"
"3110",30,0.326282651369267,"avion"
"32",31,0.254806039176387,"avion"
"33",32,0.292306831311131,"avion"
"3410",33,0.258211173899084,"avion"
"3510",34,0.276395056015178,"avion"
"3610",35,0.267211627383902,"avion"
"3710",36,0.277431670352073,"avion"
"3810",37,0.287483121552132,"avion"
"3910",38,0.255339356933192,"avion"
"4010",39,0.250006180237676,"avion"
"41",40,0.254885798235561,"avion"
"42",41,0.285146977770656,"avion"
"4310",42,0.290706130509323,"avion"
"4410",43,0.264973762793298,"avion"
"4510",44,0.377227728699586,"avion"
"4610",45,0.251298138192106,"avion"
"4710",46,0.287680831513273,"avion"
"4810",47,0.292743983401326,"avion"
"49",48,0.2793071976623,"avion"
"50",49,0.311646353653712,"avion"
"51",50,0.370523894705636,"avion"
"524",51,0.264476402063595,"avion"
"539",52,0.256357940816939,"avion"
"543",53,0.259687220034884,"avion"
"551",54,0.298538846769498,"avion"
"566",55,0.276789340270325,"avion"
"573",56,0.251418606629954,"avion"
"58",57,0.25786409187034,"avion"
"593",58,0.27680917477079,"avion"
"607",59,0.28919071943998,"avion"
"611",60,0.26631061548999,"avion"
"622",61,0.257653929499922,"avion"
"634",62,0.286935053454319,"avion"
"6410",63,0.317959089050229,"avion"
"653",64,0.290379816699747,"avion"
"667",65,0.266793787922415,"avion"
"6710",66,0.28215460353092,"avion"
"682",67,0.262636156482713,"avion"
"691",68,0.282965398363463,"avion"
"706",69,0.259358813021273,"avion"
"714",70,0.326394586783256,"avion"
"722",71,0.262663939680162,"avion"
"733",72,0.338411033771774,"avion"
"744",73,0.268016649171586,"avion"
"75",74,0.280287379936201,"avion"
"7610",75,0.351466661636525,"avion"
"773",76,0.275365135399331,"avion"
"78",77,0.319733807089855,"avion"
"793",78,0.259499642575826,"avion"
"801",79,0.272423374475743,"avion"
"814",80,0.288693390454023,"avion"
"822",81,0.291326496796843,"avion"
"835",82,0.266765788163648,"avion"
"84",83,0.258333272077118,"avion"
"852",84,0.289280605689656,"avion"
"862",85,0.265332460580361,"avion"
"871",86,0.290209594944617,"avion"
"88",87,0.282145800971584,"avion"
"892",88,0.275510041759542,"avion"
"902",89,0.255936601168928,"avion"
"911",90,0.307692404196827,"avion"
"92",91,0.302804394909074,"avion"
"932",92,0.285415331144665,"avion"
"94",93,0.28241647362098,"avion"
"951",94,0.291724673153119,"avion"
"961",95,0.353384080283043,"avion"
"971",96,0.291596006210724,"avion"
"981",97,0.252008545653874,"avion"
"991",98,0.272780409692397,"avion"
"1001",99,0.248282062360747,"avion"
"1011",100,0.312890414704764,"avion"
"1021",101,0.315877373623083,"avion"
"103",102,0.339321840561965,"avion"
"1041",103,0.275460242033738,"avion"
"1051",104,0.258563130573234,"avion"
"1061",105,0.312514545580843,"avion"
"1071",106,0.24094581849819,"avion"
"108",107,0.29037130542173,"avion"
"1091",108,0.265864882954577,"avion"
"1101",109,0.292866289461571,"avion"
"1111",110,0.260549681743793,"avion"
"112",111,0.260281904395306,"avion"
"1131",112,0.370234911965069,"avion"
"114",113,0.265812152636982,"avion"
"1151",114,0.263527438740312,"avion"
"1161",115,0.264173424754004,"avion"
"1171",116,0.256411167019746,"avion"
"1181",117,0.248722943501361,"avion"
"1191",118,0.305968854690596,"avion"
"1201",119,0.295308098669289,"avion"
"1211",120,0.265043584664233,"avion"
"122",121,0.277448946990066,"avion"
"1231",122,0.259002500493789,"avion"
"1241",123,0.246493003962985,"avion"
"1251",124,0.362454863118677,"avion"
"1261",125,0.246256761169093,"avion"
"1271",126,0.344994883047395,"avion"
"1281",127,0.241644695179958,"avion"
"1291",128,0.278140849974604,"avion"
"1301",129,0.251183780855402,"avion"
"1311",130,0.242718048758033,"avion"
"1321",131,0.253266403814864,"avion"
"133",132,0.260688148150918,"avion"
"1341",133,0.304848031562794,"avion"
"135",134,0.264639971831083,"avion"
"1361",135,0.288661091887669,"avion"
"1371",136,0.248394933372922,"avion"
"1381",137,0.286269256203889,"avion"
"139",138,0.287106713832198,"avion"
"1401",139,0.315642388568863,"avion"
"1411",140,0.245602683773016,"avion"
"1421",141,0.349951861324062,"avion"
"1431",142,0.280563647891457,"avion"
"1441",143,0.233755459304422,"avion"
"1451",144,0.233200280544024,"avion"
