sexo,altura,peso
hombre,176.61622027067213,79.64599566484148
hombre,190.61299493397337,100.58165780908912
hombre,173.76463792760669,83.41934041428908
hombre,171.6230832354498,76.58598429669786
hombre,182.12871263616702,91.95679516063646
mujer,164.23116757527816,60.90348751795786
hombre,178.44363847249517,85.74015646572211
hombre,176.72872699020056,83.45157762401749
mujer,162.99758449245664,63.340212002154075
mujer,166.6053398405678,70.03630911364476
hombre,155.28664761018192,56.99964093887391
mujer,173.15992147101812,81.00823145561405
hombre,166.21994267036266,65.29180816344865
mujer,165.83103587060734,57.549048955554284
mujer,157.50288444420792,53.89087443925941
mujer,157.18234739753956,52.87009662555416
hombre,176.0461369400171,86.71100648891398
mujer,156.71629870210313,54.837299459709186
hombre,176.87846117904957,92.99958878614193
hombre,178.3721400833744,86.84420728093586
mujer,159.5781472888799,58.56690068040128
hombre,181.97682380118127,86.09866839035784
mujer,144.65151444986924,48.54885070229915
hombre,175.68630420081888,84.72115639661122
mujer,165.84717913833572,62.879888149062616
mujer,148.8947508010829,51.664924829256755
hombre,176.7260940081211,92.48634884429775
mujer,163.01625988498233,65.16817005504345
hombre,181.44299995237134,90.34537898418539
mujer,167.6085301412454,75.5803837868164
hombre,174.3200239149394,83.48324722159755
mujer,150.93927676223186,42.92039760055161
hombre,170.22533422748046,70.91479997916568
mujer,164.4101109915928,66.82651804734067
hombre,171.6886642180328,78.74538414311068
hombre,178.32781639485128,87.9751017331776
hombre,171.494500389662,71.53713429917106
mujer,166.75459560182912,62.280941534301085
mujer,164.46160769814836,60.494262276787516
hombre,171.22659692289545,88.54911675493192
hombre,167.14739969276647,67.60590413699923
hombre,178.26621671420858,91.0855788991043
mujer,170.36709833627603,72.68827081338327
hombre,166.88952913956933,78.39564681658415
hombre,169.819333068125,80.36373222220024
mujer,161.90061326686018,66.51830042869209
mujer,169.35196547324583,73.52711227927504
hombre,175.95196596164976,78.26385784373126
hombre,170.76740256305027,80.667093943597
hombre,184.4779716471339,87.12502187901765
mujer,160.50787149382452,57.228350168255915
hombre,161.67483094704116,72.30073296340406
hombre,179.05903255313765,92.37006216347815
hombre,175.04738379185963,87.26247842401553
mujer,157.51012527313364,55.58735111651601
hombre,176.68119908353162,89.32626729236465
mujer,166.0183069907077,65.95663643869791
hombre,176.6904370889959,76.406031343568
hombre,167.6966560657034,75.822603887878
mujer,161.64958803822356,55.03709364829494
mujer,158.3842481523929,56.4997609019307
mujer,149.11404117135348,46.20168305716883
mujer,152.67581733810235,44.43409835749782
mujer,169.7621410836512,70.66578447725976
mujer,166.53302666787846,74.54761541428626
hombre,179.02486645163023,97.6158700207563
mujer,169.65657477025744,57.574840572492974
mujer,152.93273480159024,50.304948897687076
hombre,176.0346431052116,87.6689116614411
mujer,168.26227701560376,69.47939848543737
hombre,189.05347332934386,103.45395603059289
hombre,190.428716965273,107.62161704168113
mujer,169.3761202328796,64.75942941865976
hombre,174.4906941084706,77.52779260503236
hombre,170.54710599927702,84.16190300728046
hombre,175.87605301855217,85.90141701573802
mujer,158.15714316421364,62.68690068304506
mujer,154.1383152403905,53.48919660460804
mujer,161.30218829196093,58.581622217253525
mujer,166.29631370295482,70.4779392789958
mujer,172.7881146697699,73.34327422660316
hombre,181.1165143147003,89.22864088632166
mujer,164.96364389004805,67.76975261666489
mujer,163.01045011026764,66.42648585781141
hombre,189.73199849549988,94.84602602142891
hombre,170.37099089377108,82.55541380809832
mujer,165.528974014448,68.27493236275879
mujer,156.59550059924112,58.44979333440571
mujer,167.73827209641962,64.668367989378
hombre,182.77979172102172,94.59322028779862
hombre,177.53432555515283,77.87932310248794
mujer,156.53311145307325,60.85388341703796
mujer,153.00043162159056,56.11003345527643
hombre,178.82616426645782,98.6802718772381
hombre,176.23951512440374,77.61305555664953
mujer,159.48372417706153,58.92258209757196
mujer,157.77109059156848,50.245557003948385
mujer,148.65458320950236,48.83000089249009
hombre,183.0837109123805,91.89885821102212
mujer,168.77345376950146,61.43081294321836
hombre,175.19381224215604,82.58743054690791
hombre,174.8265077816463,88.40840507009773
mujer,178.49601914095564,84.71180977378168
mujer,160.76348919218017,58.43766215652853
mujer,152.6449626611184,47.29945922130185
mujer,167.10173296114178,72.85645661811363
hombre,176.2630363986969,87.29695182689498
mujer,165.0772677304423,68.13434325338397
mujer,171.30958645968718,73.58367232371421
hombre,184.0753709744227,83.55418536248413
mujer,163.40613812458628,56.147947628305936
mujer,174.82338514287585,74.03447847665163
hombre,170.15756525566766,72.37203034932004
hombre,181.4405935323041,88.96045890568745
mujer,164.24971569403758,66.12870325547522
hombre,163.80352011282093,75.51705514866228
mujer,177.7956750641815,80.97069484552149
mujer,155.71196729773288,58.10597692215366
hombre,168.08671060447895,79.94514240202734
hombre,177.64401084121465,92.49407765818654
mujer,164.07748371998332,65.38163502432147
mujer,169.43366567374173,67.20318715755502
hombre,164.51166554745154,76.96412601434098
hombre,173.4053425510363,76.06356018188531
mujer,164.009887360141,62.29355474507466
hombre,176.21332383020223,92.85301676311197
mujer,165.01642008841898,61.03040965620914
mujer,168.50956919620307,66.74288910920811
hombre,180.19648895607523,87.06938638701091
hombre,176.62452611852882,91.94011274023525
mujer,163.5764782064553,63.43517645127645
hombre,175.64887982329162,91.5032956236964
mujer,160.07155945652528,62.46825363822305
hombre,176.03411337448668,84.96089721959787
hombre,169.71328855945626,80.10429666440028
mujer,170.94372415754458,71.78553432929513
mujer,154.88782814177978,49.136533751045725
mujer,155.64700739584015,60.03800564657214
mujer,164.35180971553268,66.52246661247773
hombre,187.88958616126507,91.14591099254504
hombre,179.47703408890482,84.14704235717917
hombre,175.01289359476294,86.90162860848297
hombre,187.2528976274039,95.23124576941994
hombre,183.42746369035592,96.09033378250722
mujer,149.02422054449138,44.62778361234898
mujer,156.34342215141882,59.9700951461948
hombre,165.74151852101016,77.24680373801318
mujer,152.14994654593468,52.77605331823674
mujer,162.31883584947278,61.87781933836095
hombre,177.3859206519752,84.38661805511046
mujer,157.78235972184044,60.76029743369751
mujer,160.48131436099504,61.505918215046556
mujer,158.29513824456683,62.87847358606086
hombre,160.10679136324498,59.705718421148674
mujer,159.9400429058825,57.4506961555959
mujer,150.29079409895414,50.755906852525385
hombre,172.17728588950152,74.44432987329395
hombre,164.26453189150521,72.56540469888365
mujer,169.11931917185993,70.61902206322704
mujer,156.5653236626497,53.38542764371626
hombre,166.83394387231158,81.76216926255914
mujer,161.14321791855892,61.06529404964029
mujer,157.4730914293211,67.00505359623648
hombre,178.95730796172208,87.21514094664852
mujer,163.41036168395905,73.27129902757535
hombre,169.50343050002206,77.7003909100465
mujer,156.95446421409503,58.79097739255012
mujer,161.70783296054958,59.929885354349885
hombre,182.74738219288716,94.75649655688575
hombre,175.13228880492355,82.3478164740148
mujer,162.5957032404994,61.95985289510124
mujer,163.55068487796004,66.08514108208375
hombre,175.39367569763257,88.19044851095154
mujer,157.63290610579475,52.267836799574425
hombre,180.81729507944402,87.41508206671655
hombre,188.84649316166644,93.32583022037275
hombre,174.14588278106365,79.2940014071949
mujer,151.19908028434233,55.73923453029826
hombre,176.78347918061644,94.65379491018682
mujer,158.59868444688698,58.090196024881195
mujer,166.11669331996643,65.57993868947523
hombre,173.45059806429472,80.82996677465579
hombre,175.49003050287305,85.71378163922763
hombre,170.66794058579939,79.54266948490707
hombre,179.83690285864282,87.60727480436081
hombre,169.80944112106997,81.78660261137098
mujer,168.69816876915863,64.75187386580237
mujer,174.03539779924157,70.83684108690869
hombre,185.67320362849878,96.68457296862468
mujer,153.4534662756896,56.492130500421915
mujer,154.32970893147078,51.78081187225099
hombre,178.11435403885784,98.49383076400161
hombre,176.24421551321728,95.34975303948987
mujer,160.38618962883595,54.611422779569224
mujer,145.1287444318623,44.89615016529221
mujer,173.4902119715273,76.10379772806944
mujer,162.44060236143127,63.78335860158492
hombre,173.75593442354307,80.23116468123533
hombre,173.3244036308286,83.48452989819788
hombre,173.94396342642182,77.16960528643358
hombre,181.12194462623867,91.72577623311615
mujer,163.1583265474367,64.0548093657477
mujer,167.76870325202097,62.924589566596225
hombre,172.3713551326584,77.37015861789611
mujer,161.55928938226143,66.41933555910147
mujer,162.99530866308478,69.38782880051663
hombre,173.1556934278085,90.46492060006402
hombre,174.98401810137156,86.92227577049258
hombre,173.5133483832561,76.91072039932895
mujer,165.63724165702712,67.49443265787659
hombre,166.73216370985554,73.69654107887662
hombre,170.17565592130944,86.02168414996365
mujer,166.99918572297733,63.34677838469708
mujer,162.89679262110482,68.18478780381
mujer,153.99223134372423,53.69896107327642
mujer,168.54458269746522,71.01879708805514
hombre,179.31988705373647,88.58118056332304
hombre,168.61428310085992,78.25187770521825
mujer,162.1080505499365,69.60172913095768
hombre,182.96393343639824,94.93687111073193
hombre,168.8479271060292,89.53382339182961
hombre,168.51140449688504,77.77562658632876
mujer,172.58129407128314,73.46028052223572
hombre,178.51415211851256,95.8455117398019
hombre,184.03476889352032,90.73137202677138
hombre,184.89545513277508,98.37496695258069
hombre,175.7524333602423,82.63971021164262
mujer,159.74192015029644,66.8292559847128
mujer,164.271171881245,65.1301939754457
mujer,165.60818508678935,67.07937876582693
mujer,175.00828462372817,87.265936874332
mujer,172.13709411297287,75.55111446964469
mujer,153.46998765170292,44.06053799433434
mujer,154.78429416417202,61.42751046471806
mujer,166.83468019952394,65.3389963027532
mujer,157.55206756186408,46.78358829104627
hombre,177.65154703741962,84.89383104707073
mujer,155.90253750478524,58.18537100356512
hombre,168.15552756686355,74.57941204259154
hombre,171.8384815164451,85.56710863767323
hombre,178.37172806781032,89.21795394647779
hombre,171.4165326943602,74.42574428743323
mujer,162.9642014805266,62.37092060626473
mujer,158.25394586257863,53.96019286924354
hombre,180.16456065047376,85.48286002573764
hombre,186.86029749605405,99.3899089910222
hombre,172.6258552677656,86.50703877856998
hombre,161.0745213611565,70.72654247188264
mujer,168.3779216430971,63.3925453483351
hombre,183.76961365395354,91.46742572942391
hombre,171.33026908010496,72.48426210375514
hombre,171.95064325978464,84.90302507875377
hombre,169.08976230780183,85.99920033219418
mujer,165.4750552763533,61.0018971762416
mujer,164.33333397096732,73.73179756765387
hombre,183.15828238402847,93.591355532346725
hombre,169.38507771367173,77.33264005155188
hombre,170.39347010348212,76.05560914608547
hombre,174.71932105810046,85.1426182583537
hombre,176.00355457559223,85.04864439410842
mujer,165.00001669393072,64.36834781404504
mujer,156.54016593441713,50.361127055778596
hombre,169.04712540889773,77.67476881630711
hombre,175.28097903314318,88.81118850603266
hombre,176.69958853562056,79.47821341096498
mujer,158.35530362463638,58.31577276180634
hombre,168.69721363786314,80.48762687685921
mujer,160.69457273111777,67.48984975451303
mujer,163.96639183273268,56.218086047354475
hombre,172.41114036019192,69.26232507596463
mujer,169.76098057225337,72.92443550496101
mujer,166.97591046404077,69.32735969550767
hombre,177.90519898926988,91.30053029836003
hombre,178.8861106260048,78.84299677781098
mujer,165.23559171544468,67.998241594911
mujer,160.12340207083324,54.34986763611422
hombre,173.44908598881977,77.19736193085335
hombre,182.200150507848,89.98209724571024
mujer,155.52456705111504,48.05981114376271
mujer,168.68370577671482,73.38209769348398
hombre,177.50396515916992,82.29865677943259
mujer,156.94417122955934,55.7827511050984
hombre,184.00496398580844,90.9885192428082
hombre,182.0654092092641,97.79144261411454
hombre,171.3559962648293,82.58248236986549
mujer,158.2960306983072,63.11238201511212
mujer,168.28845802477403,67.4211034789214
mujer,156.50913343765828,56.636348637280435
hombre,161.9606856977476,71.35290803410479
mujer,157.705618270266,59.31667214436612
mujer,158.51953146663496,66.50467602251264
hombre,170.27871767436207,76.06449506729939
mujer,159.63550081065296,55.12093356036531
hombre,175.0460599791796,74.8156221035956
hombre,186.7984443192697,93.36346635150485
mujer,166.62494860505046,63.37115531305382
mujer,161.42518845662076,62.2839079041472
mujer,162.0042863657165,75.24592760446835
mujer,170.84503264502248,73.52441383897383
mujer,161.69260238020027,56.554024401311246
hombre,168.07555834966388,67.96063313820123
hombre,184.60436799923778,98.15890081209598
mujer,168.23809962819,67.68430080935406
hombre,163.3224424628875,70.4368472209706
mujer,170.77602102071782,69.50220724157684
hombre,172.41662035189896,79.37595012832439
mujer,166.75647734496454,74.78259954929693
mujer,157.76492092989665,53.89763475263628
hombre,172.01942226235718,79.84992395936013
mujer,157.4354355086415,62.238804739326234
mujer,145.04382844850107,42.358361104431815
hombre,177.9032269339478,90.1640686158552
hombre,180.64248243577305,79.0722118618142
mujer,159.04281433626448,53.19986791700202
mujer,152.72933711887612,55.68461333047425
mujer,166.765033251129,63.84696152885988
hombre,183.82504696217205,90.31743426890895
hombre,169.269585018763,70.56100765448856
hombre,185.68747999645296,93.68856605662808
mujer,164.2349689831186,68.6119562218668
hombre,174.57445070619406,83.4110856828793
mujer,159.3729726101953,60.38165281992636
hombre,183.03136206636214,92.3784236208902
hombre,171.3481431194137,82.73109456408174
hombre,161.0186234471695,61.91270752108184
hombre,173.37676744024657,77.62169654561507
hombre,176.04334331619975,89.86554822053812
mujer,159.41836273104124,53.29729678483082
mujer,159.10021207776137,52.14732583404126
hombre,166.60952647860293,77.56448421908293
hombre,184.16120188052102,92.6961018574881
hombre,177.61264116956474,89.24211097059607
mujer,155.6379246233301,49.960166139815094
mujer,155.8292330148258,56.13055061525996
mujer,167.85691518200065,63.56604868597907
mujer,155.7847564601365,63.32586940548154
hombre,172.60066130119222,82.26287774839432
hombre,158.63159315351723,68.27429592344163
hombre,172.2655769097182,76.59369674806946
mujer,160.7571681796917,60.381699422060805
hombre,186.75645917696608,91.64669023371634
hombre,176.11552667575248,83.40609512510522
mujer,163.9647148380153,62.43288793926356
hombre,182.4721845244982,85.63180633469506
mujer,162.83244121555234,62.845025063610805
hombre,165.5937178932874,75.51843999588873
hombre,179.9258225126467,97.8239904672797
mujer,155.0464389405286,59.66114806113703
mujer,156.51365939945546,58.74077286570795
hombre,174.72965913771762,75.9547042836733
hombre,170.97120628284588,71.7711479515384
mujer,176.17150387822255,81.28522138790441
mujer,165.2915640785147,63.44399944768367
mujer,166.51289333289273,60.40853045656267
hombre,187.7387872921774,102.94746025340629
mujer,176.39128223502615,74.45955751648319
hombre,187.06881141795628,101.15028205982121
mujer,150.65383646351793,41.695518669208866
hombre,167.71664688805947,76.50082528719048
hombre,172.51335994082882,83.14534203778278
mujer,164.14434712897096,67.46208937844054
mujer,159.06073631768004,48.28707551665131
mujer,155.98289786348306,63.37461769374371
mujer,158.28201024919753,56.073954412929304
mujer,159.27016710223674,61.42256195150206
hombre,172.43356391830054,83.05452724078592
hombre,186.7466697539059,96.42834292599912
mujer,163.1145208902242,76.35154534743226
hombre,158.84433359903298,72.31963628055696
hombre,172.82062548949332,78.9893728247071
mujer,175.56300123371642,76.4955744668512
mujer,166.18186601111378,64.53035828398862
hombre,171.01515464842828,85.71475293175794
hombre,160.04484903547353,66.99952447992204
hombre,183.4355898154392,89.8698841411257
mujer,155.2361856811281,45.79716734695531
mujer,173.28556777017107,72.95183500002268
mujer,176.09800106932116,75.91503214914788
mujer,151.20312217681962,51.98270208084018
hombre,187.5583863716086,96.95672420721296
hombre,176.9848129477863,92.92544628089524
mujer,160.0404905098693,63.14519795798304
hombre,168.33447919512875,80.91227362941316
mujer,161.0545160716099,58.36832041423756
mujer,153.1233956876967,57.51138600884756
mujer,157.25712536565771,61.83187925036662
hombre,176.706141486727,90.52266479862502
hombre,172.60042082608794,77.56136502514912
mujer,167.81979950972845,66.93180554003341
mujer,165.0036553823391,64.09157872499055
mujer,163.55102961641128,56.90133122187826
mujer,149.5003302367847,44.64286196224308
mujer,159.63996175317453,52.08097432768579
hombre,164.7937219219638,73.20979107980132
hombre,174.5817898977854,81.1797662770758
hombre,173.51264190999035,83.70481812357468
hombre,187.10979503814357,100.80536060609755
mujer,152.5075384261724,58.50114256998429
mujer,157.64957256776503,52.06219998285959
mujer,153.41223015298243,57.52333370937687
mujer,163.90557761428465,56.61142040318124
mujer,165.40267234382353,66.33325439552033
hombre,187.321827581989,92.41186537161856
mujer,152.4299324407017,49.39948218174865
hombre,180.75949184247438,87.90944463539549
mujer,160.86494199560642,55.25051395236459
mujer,166.1283999819762,65.2437513470954
hombre,170.15495693462447,72.56107410676972
mujer,166.70680483928942,72.07050470976434
mujer,156.45250477019525,63.590690945146996
mujer,167.9079762150005,70.03173936376996
mujer,149.92592162075567,52.91561481685829
hombre,177.1637873608251,87.64474525054945
mujer,148.66936391370643,50.09716924159278
mujer,160.46892274047963,60.38760122111556
hombre,170.89507821891564,79.26328360575584
hombre,176.31694331991864,88.03364234405922
hombre,176.10886237632317,90.59270258064993
hombre,171.15995530828687,77.48840545830727
mujer,168.99481751194833,68.77799705131318
hombre,171.68341237735035,79.01905111191866
mujer,175.2593544869428,81.37729880191188
hombre,183.5592316033037,95.79341302210973
hombre,175.18485202111134,78.50143197209478
mujer,155.20439299527342,61.17366311385309
hombre,175.92740795199296,93.65028951837765
mujer,167.33766859784131,68.43259200280441
mujer,161.48329674927746,55.521641498562154
mujer,160.4442576431015,58.7409218896158
hombre,172.63905725121222,88.31391407641823
mujer,158.00079557885812,55.68180047912542
mujer,166.0862942510113,67.02074947964763
mujer,156.38646467798918,58.22830801581054
mujer,178.906076156666,73.93778188318917
mujer,153.80212191842799,52.209020572654765
hombre,177.72609518455545,91.8970717435404
mujer,159.37828690474677,63.36829356140369
mujer,170.93502477675668,73.22507722027308
hombre,172.2553725282817,83.20643940073049
mujer,156.5824685856374,60.91752519193313
mujer,165.52589174995725,61.47881518323057
mujer,170.60626221642767,70.77421125070542
mujer,161.17854172044736,56.18635471353102
mujer,158.8096631031107,64.6252469671772
mujer,153.63049032893542,55.174400382588296
mujer,159.39836821804585,65.08661994397926
hombre,177.52890231107557,88.82226351635775
mujer,150.74256930694446,45.341719199303554
hombre,176.7385678339293,97.2165431246321
hombre,178.1859933343618,92.29171978339167
hombre,177.69514643668802,85.52067447203889
mujer,162.52225736269142,63.90351253594271
hombre,173.94512754058,80.8818853088632
mujer,165.2882631154908,67.60134095436418
mujer,154.8841430278343,56.67226410727998
mujer,163.22477822526614,55.439694742505885
hombre,170.42786779789182,87.86166367202374
mujer,162.74408191119383,69.51966286958704
hombre,165.06974891140146,76.74256925989178
mujer,170.5025222189248,66.0292410965847
hombre,175.45347476554045,89.46217389731304
mujer,156.74049026808896,52.02907241350477
mujer,170.2437375289763,68.04928669766305
mujer,165.4451345080522,69.48906065185177
mujer,163.76123590167705,58.07086103285866
mujer,164.12556491361346,66.38608259480125
mujer,156.45804805779926,51.9422454848014
mujer,159.49017962649327,54.55030680767687
hombre,179.31327538804692,89.38349752154782
hombre,168.609921183502,78.27016632214665
hombre,174.1701599677497,87.25084266077431
hombre,168.5496681155616,78.53023533454373
hombre,171.75186780340007,86.40561551548822
hombre,176.91211102741676,90.07619427197423
hombre,172.08243422544322,76.89234325685925
hombre,168.6159491095566,73.39371467653885
mujer,161.42434694937745,64.30473631141258
mujer,144.23500329793157,38.048864094532966
mujer,156.85302532472147,51.191834596601375
hombre,182.41288135295977,93.20763727151612
mujer,174.9529305518686,82.13624918348204
hombre,164.64577530545273,75.54990758310767
mujer,147.85889856211105,46.095932279026385
mujer,160.14751669931331,58.08723319722916
mujer,158.9011165727749,58.635971691124915
hombre,174.13719498458252,84.28737879712361
mujer,157.03135501778831,50.7368433648601
hombre,189.4706302668678,102.88381162553935
mujer,160.44392915191852,62.52750125866217
hombre,168.286972519472,81.20141959691475
mujer,151.44423478295107,48.64098366568303
hombre,174.16811861692665,87.12516482822086
hombre,176.66465144775776,79.85593107570719
hombre,166.14518932523313,72.91920838451038
mujer,159.09715433185048,46.59266413631799
hombre,173.21326865549017,82.00586711919203
hombre,177.8339479866312,94.91550442621809
hombre,181.9021018246009,94.5283579534031
mujer,158.20856946633998,63.203786573772064
hombre,180.02197048806588,99.56996200729215
mujer,164.4964098225122,61.508443952584514
mujer,161.19029528444997,57.669487255414516
mujer,164.8380710366743,67.74397559283672
mujer,169.00692975683555,72.99805675557153
mujer,152.84424427335296,50.18156821458123
hombre,175.6699663950074,79.40952713661314
hombre,182.85111257873965,92.23981115619776
mujer,176.05598859586496,69.98149740043338
hombre,178.06203751258258,84.56398616421954
hombre,171.48099898272378,80.37253750979467
hombre,186.69467264440146,102.36541489976317
mujer,169.011639369159,72.47639183348883
mujer,166.0991339746587,66.46150219185722
hombre,182.51583723674457,96.81874542066451
mujer,161.08029757606303,65.62789307430471
hombre,181.56973950083207,104.02685725585744
mujer,157.45732861785137,59.52906155207168
hombre,176.1296106821958,89.33972670761705
mujer,157.85762005044114,59.394699297648835
hombre,183.187719875333,92.61922498368212
hombre,169.2611634164099,76.12177440850792
hombre,165.29944969451208,79.15880984820522
mujer,164.82606642061225,66.41446767493372
hombre,165.8427843409803,76.42576148335691
mujer,152.1241474126603,49.20738730183077
mujer,161.66972678262036,60.99133775624973
mujer,172.49288993238488,74.47105356009092
hombre,173.93273958789166,84.80404381933823
mujer,158.42076005704686,62.84264045523305
mujer,166.29657126668607,65.40374219044323
mujer,167.2422803526926,73.28259303468296
mujer,159.52233315927293,58.50389567832279
mujer,169.32307304640955,68.50475269964753
mujer,164.8380286141206,64.9351456456417
hombre,180.77039576560605,88.48475978439734
hombre,163.69054808654698,62.55596404136779
hombre,180.83627099875525,84.53203127884217
hombre,168.5531455446593,75.25365593144782
hombre,175.0474380158942,96.55384866412301
mujer,159.1161015482849,53.53911348456389
hombre,184.66969522134815,92.04605849477089
mujer,149.9756487434648,47.73755014642786
mujer,142.18716260540347,38.69414272816927
hombre,177.48664885864792,81.39546143654596
hombre,163.4154531787478,79.58452407712332
hombre,168.99603571419442,72.32446098357603
mujer,164.40153720834164,59.07572403318955
hombre,171.2670224052742,85.80010403010968
mujer,165.10541476444376,66.15061613387567
mujer,158.1896136746319,50.483035808557474
mujer,164.0031030925287,64.8862879244776
mujer,166.06513448359155,64.72243908312812
hombre,169.84280407139016,75.37834910965204
hombre,170.04440007603324,82.61348172439362
mujer,157.2874599067858,56.99722635851671
hombre,180.33630737241143,88.76944727081138
hombre,173.822663170494,88.1569950415716
mujer,156.6230753968854,50.99220610309718
hombre,170.44302000331504,74.73348504916117
hombre,173.37114421412986,86.24684324746406
hombre,161.365270971267,71.02554981703602
mujer,166.36506818888648,72.06767096241249
mujer,176.83430730151653,71.13175143331071
mujer,164.45174654167892,64.80424112193532
mujer,156.412632491007,53.410346600645894
hombre,171.66321122099708,81.5114660587262
mujer,165.08173220880693,68.81137202497453
hombre,161.53499676795442,65.5001408568249
hombre,185.37738117827467,101.6407514967467
mujer,160.30151547454045,61.51960100302568
mujer,169.64916321264064,64.67744611120041
mujer,153.8256688950911,54.44360458133049
hombre,182.06225889625665,91.0059096945614
mujer,168.82156746784636,72.51799048738731
hombre,178.83167594248346,90.98153783893943
hombre,185.3495489614881,92.63478114611573
mujer,162.0139970496479,69.10931598113746
mujer,149.3765202294301,42.15350339307287
hombre,174.40552858804887,83.47104668494019
hombre,169.94844691755972,82.44431793345727
mujer,149.11637884765702,54.47484094790529
mujer,162.405983373517,67.60163486668489
hombre,180.04705076861873,86.92528344743316
hombre,162.77547858003945,74.50161986760611
hombre,186.9050828858956,97.73706237884599
mujer,171.40351061401552,77.28953814866863
mujer,154.114134630811,58.262961240144875
hombre,175.69048979803188,82.36261245224017
mujer,169.98693916267462,70.55843450584013
hombre,177.01689038921626,86.13607679128054
hombre,182.61849339171403,97.872032335953
hombre,166.52952253640058,73.62242778667084
mujer,159.88489208246529,59.46413186209461
hombre,180.25685707183,87.9716089829514
mujer,166.41650940991167,73.40784876966922
hombre,172.53746418192276,83.11427471739782
mujer,167.90383690055376,67.33626770626164
mujer,166.32949403035957,65.41776192327875
hombre,172.20238450334404,83.74289971805788
mujer,148.90052637499198,44.63720708928427
hombre,171.95069346529357,74.26476499681294
hombre,168.52869945222824,78.24884845516513
hombre,181.42494545754874,97.46520838905934
mujer,163.8818937444907,62.87178359702054
hombre,174.2662455763231,91.40723825439763
hombre,175.08103769359968,85.881291766796
mujer,172.5571567338919,69.8092702804342
mujer,160.77247501499693,62.477667136126165
hombre,178.2707941993546,89.64168170323322
hombre,179.86060474129053,91.15459754152035
hombre,177.54397803458167,86.70974070311355
mujer,159.49410825538453,65.62855514771135
mujer,161.9838919625694,58.11029682319351
hombre,179.39195191902732,88.97644038085438
hombre,176.72819639413981,88.48117179074447
mujer,162.02125972122897,58.07646582144506
mujer,166.68447596487357,61.78658691480589
mujer,155.76130084567924,54.250447138096206
mujer,177.32707961660566,76.00944333506044
mujer,154.25811833267716,51.293414604467706
hombre,177.88900840595107,87.78029122519126
mujer,159.6761685105493,54.471957882958954
hombre,186.3493639403903,98.16328463364557
hombre,178.0913217994713,98.2767855971083
hombre,176.9621150231741,80.23497980860576
hombre,179.93327584584236,91.23001582566725
mujer,164.45775585882794,56.41964859148808
mujer,159.05191243752367,53.77842416258196
hombre,173.19283915572137,83.39514253250309
mujer,168.03604194687364,68.65989460135056
hombre,173.2935898302049,79.57895332086044
hombre,171.64170093530475,81.73004721164772
mujer,167.2100433180309,60.171033611904456
mujer,163.6627234516739,62.514943902163004
mujer,154.85823025475395,52.322618226509526
hombre,178.84273790358634,80.8947061963783
mujer,146.9418325874524,43.959251309923594
mujer,164.68146656990268,68.49928939881656
mujer,157.1410636788783,53.800313930538266
